N,Z,D to use,,,,,,,,,,,,,,,,,,,
155,96,76647.62,,,,,,,,,,,,,,,,,,,
154,97,75227.62,,,,,,,,,,,,,,,,,,,
153,98,74134.62,,,,,,,,,,,,,,,,,,,
152,99,74512.2,,,,,,,,,,,,,,,,,,,
151,100,75986.64,,,,,,,,,,,,,,,,,,,
150,101,79027.01,,,,,,,,,,,,,,,,,,,
149,102,82914.01,,,,,,,,,,,,,,,,,,,
148,103,87896.01,,,,,,,,,,,,,,,,,,,
156,96,79056.01,,,,,,,,,,,,,,,,,,,
155,97,78534.01,,,,,,,,,,,,,,,,,,,
154,98,76033.99,,,,,,,,,,,,,,,,,,,
153,99,77293.99,,,,,,,,,,,,,,,,,,,
152,100,76817.38,,,,,,,,,,,,,,,,,,,
151,101,80630.01,,,,,,,,,,,,,,,,,,,
150,102,82881.1,,,,,,,,,,,,,,,,,,,
149,103,88837.01,,,,,,,,,,,,,,,,,,,
156,97,80929.01,,,,,,,,,,,,,,,,,,,
155,98,79301.02,,,,,,,,,,,,,,,,,,,
154,99,79013.7,,,,,,,,,,,,,,,,,,,
153,100,79349.54,,,,,,,,,,,,,,,,,,,
152,101,81301.01,,,,,,,,,,,,,,,,,,,
151,102,84466.01,,,,,,,,,,,,,,,,,,,
150,103,88687.01,,,,,,,,,,,,,,,,,,,
149,104,93791.01,,,,,,,,,,,,,,,,,,,
157,97,84393.01,,,,,,,,,,,,,,,,,,,
156,98,81340.77,,,,,,,,,,,,,,,,,,,
155,99,81991.99,,,,,,,,,,,,,,,,,,,
154,100,80904.19,,,,,,,,,,,,,,,,,,,
153,101,83514.01,,,,,,,,,,,,,,,,,,,
152,102,84724.27,,,,,,,,,,,,,,,,,,,
151,103,89847.01,,,,,,,,,,,,,,,,,,,
150,104,93320.01,,,,,,,,,,,,,,,,,,,
157,98,84809.01,,,,,,,,,,,,,,,,,,,
156,99,84088.87,,,,,,,,,,,,,,,,,,,
155,100,83799.25,,,,,,,,,,,,,,,,,,,
154,101,84842.99,,,,,,,,,,,,,,,,,,,
153,102,86853.56,,,,,,,,,,,,,,,,,,,
152,103,90057.01,,,,,,,,,,,,,,,,,,,
151,104,94397.01,,,,,,,,,,,,,,,,,,,
150,105,100041,,,,,,,,,,,,,,,,,,,
158,98,87039.01,,,,,,,,,,,,,,,,,,,
157,99,87186.01,,,,,,,,,,,,,,,,,,,
156,100,85486.11,,,,,,,,,,,,,,,,,,,
155,101,87615.42,,,,,,,,,,,,,,,,,,,
154,102,87823.74,,,,,,,,,,,,,,,,,,,
153,103,91872.01,,,,,,,,,,,,,,,,,,,
152,104,94235.7,,,,,,,,,,,,,,,,,,,
151,105,100720,,,,,,,,,,,,,,,,,,,
158,99,89403.01,,,,,,,,,,,,,,,,,,,
157,100,88589.48,,,,,,,,,,,,,,,,,,,
156,101,88996.21,,,,,,,,,,,,,,,,,,,
155,102,90240.52,,,,,,,,,,,,,,,,,,,
154,103,92735.01,,,,,,,,,,,,,,,,,,,
153,104,95934.01,,,,,,,,,,,,,,,,,,,
152,105,100342,,,,,,,,,,,,,,,,,,,
159,99,92702.01,,,,,,,,,,,,,,,,,,,
158,100,90426.01,,,,,,,,,,,,,,,,,,,
157,101,91688.18,,,,,,,,,,,,,,,,,,,
156,102,91479.01,,,,,,,,,,,,,,,,,,,
155,103,94839.01,,,,,,,,,,,,,,,,,,,
154,104,96399.01,,,,,,,,,,,,,,,,,,,
153,105,101748,,,,,,,,,,,,,,,,,,,
152,106,105415,,,,,,,,,,,,,,,,,,,
159,100,93704.01,,,,,,,,,,,,,,,,,,,
158,101,93624.01,,,,,,,,,,,,,,,,,,,
157,102,94109.01,,,,,,,,,,,,,,,,,,,
156,103,95852.01,,,,,,,,,,,,,,,,,,,
155,104,98400.01,,,,,,,,,,,,,,,,,,,
154,105,102101,,,,,,,,,,,,,,,,,,,
153,106,106656,,,,,,,,,,,,,,,,,,,
160,100,95644.01,,,,,,,,,,,,,,,,,,,
159,101,96551.01,,,,,,,,,,,,,,,,,,,
158,102,95611.01,,,,,,,,,,,,,,,,,,,
157,103,98276.01,,,,,,,,,,,,,,,,,,,
156,104,99149.01,,,,,,,,,,,,,,,,,,,
155,105,103676,,,,,,,,,,,,,,,,,,,
154,106,106583.5,,,,,,,,,,,,,,,,,,,
153,107,113614,,,,,,,,,,,,,,,,,,,
160,101,98478.01,,,,,,,,,,,,,,,,,,,
159,102,98504.01,,,,,,,,,,,,,,,,,,,
158,103,99561.01,,,,,,,,,,,,,,,,,,,
157,104,101315.4,,,,,,,,,,,,,,,,,,,
156,105,104379,,,,,,,,,,,,,,,,,,,
155,106,108162,,,,,,,,,,,,,,,,,,,
154,107,113329,,,,,,,,,,,,,,,,,,,
161,101,101407,,,,,,,,,,,,,,,,,,,
160,102,99951.01,,,,,,,,,,,,,,,,,,,
159,103,102123,,,,,,,,,,,,,,,,,,,
158,104,102394,,,,,,,,,,,,,,,,,,,
157,105,106269,,,,,,,,,,,,,,,,,,,
156,106,108424,,,,,,,,,,,,,,,,,,,
155,107,114473,,,,,,,,,,,,,,,,,,,
161,102,102979,,,,,,,,,,,,,,,,,,,
160,103,103669,,,,,,,,,,,,,,,,,,,
159,104,104837,,,,,,,,,,,,,,,,,,,
158,105,107111,,,,,,,,,,,,,,,,,,,
157,106,110216,,,,,,,,,,,,,,,,,,,
156,107,114606,,,,,,,,,,,,,,,,,,,
155,108,119751,,,,,,,,,,,,,,,,,,,
162,102,104649,,,,,,,,,,,,,,,,,,,
161,103,106226,,,,,,,,,,,,,,,,,,,
160,104,106176,,,,,,,,,,,,,,,,,,,
159,105,109361,,,,,,,,,,,,,,,,,,,
158,106,110784,,,,,,,,,,,,,,,,,,,
157,107,116068,,,,,,,,,,,,,,,,,,,
156,108,119599.1,,,,,,,,,,,,,,,,,,,
162,103,107903,,,,,,,,,,,,,,,,,,,
161,104,108709,,,,,,,,,,,,,,,,,,,
160,105,110476,,,,,,,,,,,,,,,,,,,
159,106,112817.6,,,,,,,,,,,,,,,,,,,
158,107,116574,,,,,,,,,,,,,,,,,,,
157,108,121173,,,,,,,,,,,,,,,,,,,
156,109,126824,,,,,,,,,,,,,,,,,,,
163,103,111132,,,,,,,,,,,,,,,,,,,
162,104,109876,,,,,,,,,,,,,,,,,,,
161,105,112738,,,,,,,,,,,,,,,,,,,
160,106,113703,,,,,,,,,,,,,,,,,,,
159,107,118246,,,,,,,,,,,,,,,,,,,
158,108,121185,,,,,,,,,,,,,,,,,,,
157,109,127893,,,,,,,,,,,,,,,,,,,
163,104,113204,,,,,,,,,,,,,,,,,,,
162,105,113994,,,,,,,,,,,,,,,,,,,
161,106,115901,,,,,,,,,,,,,,,,,,,
160,107,118906,,,,,,,,,,,,,,,,,,,
159,108,122761,,,,,,,,,,,,,,,,,,,
158,109,127901,,,,,,,,,,,,,,,,,,,
157,110,134453,,,,,,,,,,,,,,,,,,,
164,104,115174,,,,,,,,,,,,,,,,,,,
163,105,116851,,,,,,,,,,,,,,,,,,,
162,106,117001,,,,,,,,,,,,,,,,,,,
161,107,120866,,,,,,,,,,,,,,,,,,,
160,108,123108,,,,,,,,,,,,,,,,,,,
159,109,129224,,,,,,,,,,,,,,,,,,,
158,110,133944,,,,,,,,,,,,,,,,,,,
164,105,118728,,,,,,,,,,,,,,,,,,,
163,106,119934,,,,,,,,,,,,,,,,,,,
162,107,121741,,,,,,,,,,,,,,,,,,,
161,108,124872,,,,,,,,,,,,,,,,,,,
160,109,129529,,,,,,,,,,,,,,,,,,,
159,110,135183,,,,,,,,,,,,,,,,,,,
165,105,121757,,,,,,,,,,,,,,,,,,,
164,106,121400,,,,,,,,,,,,,,,,,,,
163,107,124463,,,,,,,,,,,,,,,,,,,
162,108,125426,,,,,,,,,,,,,,,,,,,
161,109,131021,,,,,,,,,,,,,,,,,,,
160,110,134806,,,,,,,,,,,,,,,,,,,
165,106,124329,,,,,,,,,,,,,,,,,,,
164,107,125919,,,,,,,,,,,,,,,,,,,
163,108,128226,,,,,,,,,,,,,,,,,,,
162,109,131470,,,,,,,,,,,,,,,,,,,
161,110,136056,,,,,,,,,,,,,,,,,,,
166,106,125898,,,,,,,,,,,,,,,,,,,
165,107,128576,,,,,,,,,,,,,,,,,,,
164,108,129526,,,,,,,,,,,,,,,,,,,
163,109,133891,,,,,,,,,,,,,,,,,,,
162,110,136293,,,,,,,,,,,,,,,,,,,
161,111,143091,,,,,,,,,,,,,,,,,,,
167,106,128751,,,,,,,,,,,,,,,,,,,
166,107,130053,,,,,,,,,,,,,,,,,,,
165,108,132259,,,,,,,,,,,,,,,,,,,
164,109,134986,,,,,,,,,,,,,,,,,,,
163,110,138665,,,,,,,,,,,,,,,,,,,
162,111,143154,,,,,,,,,,,,,,,,,,,
167,107,132682,,,,,,,,,,,,,,,,,,,
166,108,133325,,,,,,,,,,,,,,,,,,,
165,109,137388,,,,,,,,,,,,,,,,,,,
164,110,139251,,,,,,,,,,,,,,,,,,,
163,111,145046,,,,,,,,,,,,,,,,,,,
168,107,134368,,,,,,,,,,,,,,,,,,,
167,108,135953,,,,,,,,,,,,,,,,,,,
166,109,138463,,,,,,,,,,,,,,,,,,,
165,110,141751,,,,,,,,,,,,,,,,,,,
164,111,145445,,,,,,,,,,,,,,,,,,,
168,108,137123,,,,,,,,,,,,,,,,,,,
167,109,140801,,,,,,,,,,,,,,,,,,,
166,110,142551,,,,,,,,,,,,,,,,,,,
165,111,147636,,,,,,,,,,,,,,,,,,,
169,108,139576,,,,,,,,,,,,,,,,,,,
168,109,141978,,,,,,,,,,,,,,,,,,,
167,110,144984,,,,,,,,,,,,,,,,,,,
166,111,148591,,,,,,,,,,,,,,,,,,,
165,112,152712,,,,,,,,,,,,,,,,,,,
169,109,144207,,,,,,,,,,,,,,,,,,,
168,110,145750,,,,,,,,,,,,,,,,,,,
167,111,150533,,,,,,,,,,,,,,,,,,,
166,112,153056,,,,,,,,,,,,,,,,,,,
170,109,145493,,,,,,,,,,,,,,,,,,,
169,110,147978,,,,,,,,,,,,,,,,,,,
168,111,151338,,,,,,,,,,,,,,,,,,,
167,112,155136,,,,,,,,,,,,,,,,,,,
170,110,148848,,,,,,,,,,,,,,,,,,,
169,111,153206,,,,,,,,,,,,,,,,,,,
168,112,155596,,,,,,,,,,,,,,,,,,,
171,110,150959,,,,,,,,,,,,,,,,,,,
170,111,154043,,,,,,,,,,,,,,,,,,,
169,112,157689,,,,,,,,,,,,,,,,,,,
171,111,156012,,,,,,,,,,,,,,,,,,,
170,112,158135,,,,,,,,,,,,,,,,,,,
172,111,156878,,,,,,,,,,,,,,,,,,,
171,112,160023,,,,,,,,,,,,,,,,,,,
170,113,164363,,,,,,,,,,,,,,,,,,,
172,112,160574,,,,,,,,,,,,,,,,,,,
171,113,165881,,,,,,,,,,,,,,,,,,,
173,112,162177,,,,,,,,,,,,,,,,,,,
172,113,166488,,,,,,,,,,,,,,,,,,,
171,114,171114,,,,,,,,,,,,,,,,,,,
173,113,168117,,,,,,,,,,,,,,,,,,,
172,114,171260,,,,,,,,,,,,,,,,,,,
174,113,168643,,,,,,,,,,,,,,,,,,,
173,114,172884,,,,,,,,,,,,,,,,,,,
172,115,178088,,,,,,,,,,,,,,,,,,,
174,114,172968,,,,,,,,,,,,,,,,,,,
173,115,179305,,,,,,,,,,,,,,,,,,,
175,114,174449,,,,,,,,,,,,,,,,,,,
174,115,179513,,,,,,,,,,,,,,,,,,,
173,116,185239,,,,,,,,,,,,,,,,,,,
175,115,180842,,,,,,,,,,,,,,,,,,,
174,116,184985,,,,,,,,,,,,,,,,,,,
176,115,181068,,,,,,,,,,,,,,,,,,,
175,116,186309,,,,,,,,,,,,,,,,,,,
174,117,192413,,,,,,,,,,,,,,,,,,,
176,116,186100,,,,,,,,,,,,,,,,,,,
175,117,193330,,,,,,,,,,,,,,,,,,,
175,118,199964,,,,,,,,,,,,,,,,,,,
